Cluster, Domain, Lof, DomianType
Cluster 0, qutu.com, 0.8381804615849706, -1
Cluster 0, 189.cn, 0.8384724596977084, 1
Cluster 0, hanergy.com, 0.8390327395901018, -1
Cluster 0, beidou360.org, 0.8390539810121901, 1
Cluster 0, dcloud.net.cn, 0.83905717841009, 1
Cluster 0, eyskj.com, 0.8391629713440871, -1
Cluster 0, sandai.net, 0.8397292340943263, -1
Cluster 0, cloudbirds.com.cn, 0.8398446945495568, 1
Cluster 0, sf-trailernet.com, 0.8402008745730833, 1
Cluster 0, yunvend.cn, 0.8403205301528116, -1
Cluster 0, qiku.com, 0.8405479834470742, 1
Cluster 0, fuwo.com, 0.8407575780704366, -1
Cluster 0, zhimoo.com, 0.8408090956072367, 1
Cluster 0, gpsbd.cn, 0.8408338894452004, 1
Cluster 0, 3g-elec.com, 0.8412325345928238, 1
Cluster 0, adjust.com, 0.8413020092757881, -1
Cluster 0, 075511185.com, 0.8417334511285454, 1
Cluster 0, huanxinghuoli.cn, 0.8424689425455952, -1
Cluster 0, btiot.com.cn, 0.8425902776800065, -1
Cluster 0, cgqc.cn, 0.8430687506695307, -1
Cluster 0, lantogx.com, 0.8431734692601014, -1
Cluster 0, edaoduo.com, 0.8431850468102458, -1
Cluster 0, imecare.com, 0.8433571873075634, 1
Cluster 0, tuyacn.com, 0.8434170633974303, 1
Cluster 0, gzyunku.net, 0.8435157449946408, 1
Cluster 0, appvipshop.com, 0.8438606310807799, -1
Cluster 0, moootooo.cn, 0.8438999863668867, -1
Cluster 0, jlwifi.com, 0.8440635237928955, -1
Cluster 0, gepush.com, 0.8440635237928957, 0
Cluster 0, accountkit.com, 0.8445523226490017, -1
Cluster 0, uczzd.net, 0.8446291825899351, 1
Cluster 0, duoxieyun.com, 0.8452603251799807, 1
Cluster 0, lexqf.com, 0.845395447583757, -1
Cluster 0, giantcontrol.net, 0.845618897688692, 1
Cluster 0, mmarket.com, 0.8456896744035763, -1
Cluster 0, solar365.cn, 0.846063731694182, 1
Cluster 0, i-gps.net, 0.8461909634525387, -1
Cluster 0, yeahka.com, 0.8464262931970179, 1
Cluster 0, landicorp.com, 0.8465202662061451, -1
Cluster 0, youzanyun.com, 0.8468465958205709, -1
Cluster 0, inmobi.com, 0.8469833647446272, -1
Cluster 0, ip138.com, 0.8469972070285896, -1
Cluster 0, dedaotsp.cn, 0.8471579233031672, 1
Cluster 0, topsail-iot.com, 0.8472852961602312, -1
Cluster 0, andkids.cn, 0.8473917929591444, -1
Cluster 0, a-cube.cn, 0.8475806038668573, -1
Cluster 0, shinemonitor.com, 0.8480084868692158, -1
Cluster 0, igexin.com, 0.8480143855188539, 0
Cluster 0, sh.cn, 0.8480644911956274, -1
Cluster 0, hoymiles.com, 0.8484883245196244, -1
Cluster 0, amso.com.cn, 0.8486383641415174, -1
Cluster 0, googleadsserving.cn, 0.848747796542197, -1
Cluster 0, dian.so, 0.848752536905728, 1
Cluster 0, miyixia.cn, 0.8488100482564145, 1
Cluster 0, zhuineng.com, 0.8491839727720276, 1
Cluster 0, meitu.com, 0.8492516169786392, -1
Cluster 0, shui.cn, 0.84963806134547, 1
Cluster 0, gpsos.com.cn, 0.8499236616398423, 1
Cluster 0, alipaylog.com, 0.8501196874100252, -1
Cluster 0, sohu.com, 0.8502152521868969, 0
Cluster 0, wangpos.com, 0.8504313099441803, 1
Cluster 0, songsongbei.com, 0.8506344588690201, 1
Cluster 0, ifeng.com, 0.8509397779208863, -1
Cluster 0, yunshen918.com, 0.8514677876911001, -1
Cluster 0, cardata.com.cn, 0.8514792364245116, 1
Cluster 0, kamaqc.com, 0.8516268457518233, 1
Cluster 0, google.fr, 0.8516699857288893, -1
Cluster 0, 51fubei.com, 0.8517786824327009, -1
Cluster 0, dzgas.net, 0.8520214640357391, -1
Cluster 0, shouqianba.com, 0.8521623951474144, 1
Cluster 0, shjgj.gov.cn, 0.8521858907506026, 1
Cluster 0, cpsdna.com, 0.8523631615746495, -1
Cluster 0, postar.cn, 0.852492238204092, 1
Cluster 0, vip.com, 0.8525244136744259, -1
Cluster 0, szbenway.com, 0.8527211909103357, 1
Cluster 0, google.cn, 0.8528272221186931, 0
Cluster 0, linkio.cn, 0.8529391392612364, -1
Cluster 0, iask.in, 0.8530139872244323, 0
Cluster 0, gnssgis.com, 0.8530957210011358, 1
Cluster 0, tuqianggps.com, 0.8537425884314322, 0
Cluster 0, teld.cn, 0.8540802397182305, 1
Cluster 0, mini361.com, 0.8541632575558487, 1
Cluster 0, gmail.com, 0.8542683472679604, -1
Cluster 0, 567gps.com, 0.8545852973102053, 1
Cluster 0, nfsq.com.cn, 0.8546896947571178, 1
Cluster 0, 009gps.com, 0.8548516444992345, 1
Cluster 0, glucosemanage.com, 0.8552348170883473, 1
Cluster 0, xpcar.cn, 0.8554388846275274, -1
Cluster 0, adonging.com, 0.8554855170086789, 1
Cluster 0, dftcgroup.com, 0.8559910380581435, -1
Cluster 0, ecarcloud.net, 0.8560143224018699, -1
Cluster 0, chinavem.com, 0.8562380721238576, 1
Cluster 0, cloudvechile.com, 0.8562705742316336, -1
Cluster 0, z3.cn, 0.8562932511982897, -1
Cluster 0, tencentmind.com, 0.8563646272093894, -1
Cluster 0, getui.net, 0.8568714782823317, 0
Cluster 0, saj-solar.com, 0.8568812280562904, 1
Cluster 0, moatads.com, 0.8572701109829358, -1
Cluster 0, gghypt.net, 0.8573522689528618, 0
Cluster 0, qchannel01.cn, 0.8579746321507349, -1
Cluster 0, symcd.com, 0.8583916748197614, -1
Cluster 0, s-water.cn, 0.8585376914374537, -1
Cluster 0, fengkongcloud.com, 0.8586451089017959, -1
Cluster 0, alibaba-inc.com, 0.8588669164828036, -1
Cluster 0, anchehui.cn, 0.8590605202636443, -1
Cluster 0, rkdatabase.com, 0.8591922364203937, -1
Cluster 0, zg666gps.com, 0.8599375757826218, 1
Cluster 0, 51515111.cc, 0.8615906407041862, 1
Cluster 0, haosou.com, 0.8616144734802786, -1
Cluster 0, mozilla.com, 0.8616463445525108, -1
Cluster 0, matocloud.com, 0.8616589683088582, -1
Cluster 0, tianyigps.cn, 0.8618891198721059, -1
Cluster 0, gps669.net, 0.8620749733794956, -1
Cluster 0, wst1688.com, 0.8625916743105678, -1
Cluster 0, haiyaxiyi.cn, 0.862760924694169, 1
Cluster 0, ragentek.com, 0.8628853265590714, 1
Cluster 0, hhydzf.com, 0.8628963210451444, -1
Cluster 0, tarollcake.com, 0.8629259208573506, -1
Cluster 0, alibabadns.com, 0.8630232554865709, 0
Cluster 0, bfgps.com, 0.8630508105061164, -1
Cluster 0, 8325.com, 0.8631265264534249, -1
Cluster 0, gps903.net, 0.8633406428043253, 1
Cluster 0, neoway.com, 0.8634298376116295, 0
Cluster 0, originate.org.cn, 0.8634530211681177, 1
Cluster 0, vbersky.com, 0.8634922173102838, -1
Cluster 0, easy-pay.com.cn, 0.8638832809515611, 1
Cluster 0, mmstat.com, 0.8643822445170137, 0
Cluster 0, feieyun.cn, 0.8644459121929046, -1
Cluster 0, 51miaomiao.com, 0.8646857291448512, 1
Cluster 0, reachmax.cn, 0.864906892776005, -1
Cluster 0, tmall.com, 0.8649761234006862, -1
Cluster 0, soundtooth.cn, 0.8652934265937816, 1
Cluster 0, hicp.net, 0.8653385042138801, -1
Cluster 0, mookie1.cn, 0.8657138987850516, -1
Cluster 0, ifreeztech.com, 0.865825708238031, -1
Cluster 0, zjtrack.com, 0.8663193230490094, 1
Cluster 0, 33song.com, 0.8669113254320588, 1
Cluster 0, xiaowm.com, 0.8671302687354506, 1
Cluster 0, waimungtech.com, 0.8671471668156858, 1
Cluster 0, imwork.net, 0.8672146478535439, 0
Cluster 0, zookingsoft.com, 0.8676394509488082, -1
Cluster 0, zhuishushenqi.com, 0.8678129492274822, -1
Cluster 0, coldclouds.com, 0.8678662478296868, -1
Cluster 0, youbanban.com, 0.8685501337297878, 1
Cluster 0, weighingcloud.com, 0.8688181373604946, 1
Cluster 0, tbitgps.com, 0.8696393005050045, 0
Cluster 0, toutiaocdn.cn, 0.8698838947805022, -1
Cluster 0, msedge.net, 0.8698956804215795, -1
Cluster 0, basewin.com, 0.8700024939002577, 1
Cluster 0, yocaly.com, 0.8700982467706989, 1
Cluster 0, xrdgps.com, 0.8701920738140917, 1
Cluster 0, mobileapptracking.com, 0.8703882266385028, -1
Cluster 0, 58995899.net, 0.8712890891512393, 1
Cluster 0, networkbench.com, 0.8721525401962655, -1
Cluster 0, alipaydns.com, 0.8724111415061777, 0
Cluster 0, baifubao.com, 0.8735105945094193, -1
Cluster 0, getein.cn, 0.8738623271737375, 1
Cluster 0, g7smart.com, 0.8743093351608955, -1
Cluster 0, qmail.com, 0.874838880468037, -1
Cluster 0, chintps.com, 0.8749064193826908, 1
Cluster 0, shgps.cn, 0.8749927111056174, -1
Cluster 0, shouqiev.net, 0.8750247480138048, -1
Cluster 0, chedaia.com, 0.8752482259911277, 1
Cluster 0, umlgps.com, 0.8753454447197402, 1
Cluster 0, baidubce.com, 0.8753875273410344, 0
Cluster 0, dingyueads.com, 0.875525054320885, -1
Cluster 0, china-gis.com, 0.8760216020229542, -1
Cluster 0, mmrou.com, 0.8760846978214334, 1
Cluster 0, oemeoapi.com, 0.87639177259211, -1
Cluster 0, yuyugps.com, 0.8764477802681452, -1
Cluster 0, yunos.com, 0.8769878437957507, 0
Cluster 0, andmage.com, 0.8777249172860998, -1
Cluster 0, adups.com, 0.8782128143310264, 0
Cluster 0, anyocharging.com, 0.8785375381015859, 1
Cluster 0, shuncom.com.cn, 0.8785763721617104, -1
Cluster 0, xiaoantech.com, 0.8787314280301383, -1
Cluster 0, baojia.com, 0.8792172084535832, -1
Cluster 0, rokyinfo.net, 0.8795726231047449, -1
Cluster 0, xingdataxi.com, 0.8806203633637946, 1
Cluster 0, zjmon.top, 0.8812048320963971, -1
Cluster 0, microiot.info, 0.881237291096485, 1
Cluster 0, gps8653.com, 0.8813771652967167, 1
Cluster 0, envisioncn.com, 0.8815272613584998, 1
Cluster 0, shgxkj1230.com, 0.8829809995218791, 1
Cluster 0, shifen.com, 0.8830715204825774, 0
Cluster 0, 1-chong.com, 0.8834864467386193, -1
Cluster 0, huina365.com, 0.8840671085169701, -1
Cluster 0, pp.cn, 0.8841796652365232, -1
Cluster 0, joyoung.com, 0.8845270156488034, -1
Cluster 0, izhihuibox.cn, 0.8846917984529595, 1
Cluster 0, cmbchina.com, 0.8857641662231096, -1
Cluster 0, sm.cn, 0.8860881399567336, -1
Cluster 0, lenovomm.com, 0.8862861502105754, 0
Cluster 0, duokanbox.com, 0.8863054406622168, -1
Cluster 0, qchannel04.cn, 0.8866195584892385, -1
Cluster 0, rotai.cn, 0.8868940614288586, 1
Cluster 0, cabrtc.com, 0.8874900487545085, -1
Cluster 0, alimama.com, 0.887882854324895, -1
Cluster 0, teamviewer.com, 0.8880407931795185, 0
Cluster 0, taobaocdn.com, 0.8889935424302177, -1
Cluster 0, fanxing.com, 0.8889935424302177, -1
Cluster 0, moji.com, 0.8892803093469421, -1
Cluster 0, didistatic.com, 0.8894498113102054, 1
Cluster 0, tcdnlive.com, 0.889805807333319, -1
Cluster 0, google.ca, 0.8902567751844433, -1
Cluster 0, aiqiangua.com, 0.8903056318401115, 1
Cluster 0, webterren.com, 0.8904110081689588, -1
Cluster 0, wangcaio2o.com, 0.8904458064118594, 1
Cluster 0, ctripgslb.com, 0.8906332590532541, -1
Cluster 0, mzjmedia.com, 0.8907564147463525, -1
Cluster 0, javalink.com.cn, 0.8908781038868762, -1
Cluster 0, monpump.net, 0.891017157311067, -1
Cluster 0, askdwl.com, 0.8917150804812708, 1
Cluster 0, criteo.com, 0.8927013081868097, -1
Cluster 0, pinduoduo.com, 0.8927410968376754, -1
Cluster 0, samsung.com, 0.8927871210805852, -1
Cluster 0, 99bicycle.com, 0.8929672204273071, 1
Cluster 0, canonical.com, 0.8929848920083032, -1
Cluster 0, chinaumswh.com, 0.8930092297538603, -1
Cluster 0, a6gps.com, 0.8930474429681586, 1
Cluster 0, jjsan.com, 0.8935255953775135, -1
Cluster 0, watermeter.vip, 0.8935310592887138, -1
Cluster 0, hayikeji.com, 0.8935940327786673, 1
Cluster 0, chinacityguard.com.cn, 0.8938984003798964, 1
Cluster 0, lkkids.com, 0.8941766987707336, -1
Cluster 0, openluat.com, 0.8949475814875859, 0
Cluster 0, gicp.net, 0.8952128360887723, -1
Cluster 0, vicp.cc, 0.8964315759972786, -1
Cluster 0, gpsime.net, 0.8964594743000538, 1
Cluster 0, fzyjch.com, 0.8971140461584124, -1
Cluster 0, zhihu.com, 0.8974760221293934, -1
Cluster 0, insentek.com, 0.897480558334464, 1
Cluster 0, gps9988.com, 0.8976753476955117, 1
Cluster 0, zhihusan.cn, 0.8978005871201372, -1
Cluster 0, hitachi-helc.com, 0.8978471017000512, -1
Cluster 0, lkme.cc, 0.8986329745490419, -1
Cluster 0, dfcv.com.cn, 0.899510968275604, -1
Cluster 0, shedi.com, 0.9006553035408489, 1
Cluster 0, sofar110.net, 0.9008132074574077, -1
Cluster 0, redstone.net.cn, 0.9010139755828842, 0
Cluster 0, shengpay.com, 0.9012069787445114, 1
Cluster 0, yutong.com, 0.9014735630355535, -1
Cluster 0, twimg.com, 0.901489653709277, -1
Cluster 0, audi-connect.cn, 0.9018407967120163, 1
Cluster 0, co.jp, 0.9018749545262178, -1
Cluster 0, iotserver.cn, 0.9019471932618464, 1
Cluster 0, honganrobots.com, 0.9024546048400204, 1
Cluster 0, y-moto.com, 0.9034567831857665, -1
Cluster 0, zongs365.cn, 0.9036715703558217, 1
Cluster 0, adfuture.cn, 0.904217103884036, -1
Cluster 0, x9water.com, 0.9048137870209215, 1
Cluster 0, bdzhdw.com, 0.9051532318594212, 1
Cluster 0, showutech.com, 0.9053746336420871, 1
Cluster 0, twitter.com, 0.9060389796584865, -1
Cluster 0, ikuijia.com, 0.9068410787201092, 1
Cluster 0, qtopay.cn, 0.9069306676225161, 1
Cluster 0, tencent-cloud.com, 0.9073042383146875, -1
Cluster 0, sinohb.com, 0.9075169646806149, -1
Cluster 0, ccclubs.com, 0.9079637761306394, 1
Cluster 0, neoriver.cn, 0.9082683537993226, 1
Cluster 0, neiweiguan.cn, 0.9097678985402435, -1
Cluster 0, heclouds.com, 0.9099090763125435, 1
Cluster 0, cmmat.com, 0.9100586074338628, 1
Cluster 0, eyebus.cn, 0.9105827527709801, 1
Cluster 0, cainiao.com, 0.9106968581821052, -1
Cluster 0, tanway.net, 0.9109479113489776, 1
Cluster 0, zuche.com, 0.9112475522502222, 1
Cluster 0, mi.com, 0.9122097472880206, 0
Cluster 0, wostore.cn, 0.9132839731373934, -1
Cluster 0, yinliancn.com, 0.9138358003109918, -1
Cluster 0, yunovo.cn, 0.9138836895562283, 1
Cluster 0, ucloudlink.com, 0.914197180381603, 1
Cluster 0, cdninstagram.com, 0.9145510213100687, -1
Cluster 0, remoteupdate.cn, 0.9150240719840383, -1
Cluster 0, vmall.com, 0.9151071885502585, 0
Cluster 0, tslsmart.com, 0.915456562299909, -1
Cluster 0, gjcar.com, 0.9156039222360526, 1
Cluster 0, gps688.net, 0.9160087374386823, 1
Cluster 0, agriccerebra.com, 0.9162397855149544, -1
Cluster 0, shoujiduoduo.com, 0.9165547159928848, -1
Cluster 0, dingtalk.com, 0.9168011284725249, 0
Cluster 0, firecc.cn, 0.916859156241151, 1
Cluster 0, clouddatasrv.com, 0.9173714169151435, 1
Cluster 0, 952100.com, 0.9179527054701468, -1
Cluster 0, tencent.com, 0.9192150276444, -1
Cluster 0, huabaotech.com, 0.9193172639822993, 1
Cluster 0, wisegps.cn, 0.9194678899895496, 1
Cluster 0, gpskk.com, 0.9194915846801504, 0
Cluster 0, wlaa.com.cn, 0.9202853188283318, 1
Cluster 0, tianxing.com, 0.9208843742497276, 1
Cluster 0, 50yaya.com, 0.9210370257139822, 1
Cluster 0, michicloud.cn, 0.9228448353846318, 1
Cluster 0, zhenhuaonline.cn, 0.923417459165961, 1
Cluster 0, homewell.com.cn, 0.923515764531686, 1
Cluster 0, shrenj.com, 0.9237682509891909, 1
Cluster 0, ieyes.org.cn, 0.9239391603080434, -1
Cluster 0, yundasys.com, 0.9242378191716872, 1
Cluster 0, yespowering.cn, 0.9248720349193622, -1
Cluster 0, vipcare.com, 0.9257808418835944, -1
Cluster 0, flipboard.com, 0.927475324215677, -1
Cluster 0, zjqunshuo.com, 0.928310946012493, 1
Cluster 0, starpos.com.cn, 0.9283554159560359, 1
Cluster 0, doubleclick.net, 0.9285251834958199, -1
Cluster 0, hyperwsn.com, 0.9288895470790977, -1
Cluster 0, jylengku.com, 0.9291098452861819, 1
Cluster 0, dianxinos.com, 0.9296515106246337, -1
Cluster 0, baselocattest.cn, 0.9297156414665781, -1
Cluster 0, gpsmi.com, 0.9305496573402277, -1
Cluster 0, koowo.com, 0.9310360844565653, -1
Cluster 0, dunamu.com, 0.9315605397010666, -1
Cluster 0, osv.cn, 0.9327116298894286, 1
Cluster 0, aliyun.com, 0.9330617745645553, 0
Cluster 0, yprinter.com, 0.9335465334249184, 1
Cluster 0, gps588.com, 0.9345065228141639, 1
Cluster 0, 9555168.cn, 0.9348205659587873, 1
Cluster 0, mfhcd.com, 0.9363550184945503, -1
Cluster 0, itms360.com, 0.9364753319412568, 1
Cluster 0, gps007.cc, 0.9383065563478622, -1
Cluster 0, samsungosp.com, 0.9392636360778794, -1
Cluster 0, zzss.com, 0.9401327276297525, 1
Cluster 0, mihuier.com.cn, 0.9407835436473133, -1
Cluster 0, keycoin.cn, 0.9410583201153024, -1
Cluster 0, f3322.net, 0.9416758648435586, -1
Cluster 0, winlbs.com, 0.9422475370445922, -1
Cluster 0, baidu.com, 0.9429672324691613, 0
Cluster 0, mytogo.com, 0.9439552727104047, 1
Cluster 0, iyoulia.com, 0.9442969166472173, 1
Cluster 0, techtotop.com, 0.9445484819470089, -1
Cluster 0, novaecs.com, 0.9446607395947344, 1
Cluster 0, chargedot.com, 0.9448157506295966, 1
Cluster 0, sharemao.com, 0.9454766956828256, 1
Cluster 0, shjky.cn, 0.9455897430120132, 1
Cluster 0, chcedo.com, 0.9465447774585348, -1
Cluster 0, cangowin.com, 0.947384277156916, 1
Cluster 0, novoyun.com, 0.9477188143532281, 1
Cluster 0, bdiov.net, 0.9477335857727228, -1
Cluster 0, gstatic.com, 0.947968362429046, -1
Cluster 0, letv.com, 0.948391358237607, -1
Cluster 0, scinan.com, 0.9484874186305647, 1
Cluster 0, googletagmanager.com, 0.9486276375936893, -1
Cluster 0, apple-dns.net, 0.9488880494691856, 0
Cluster 0, xddtech.com, 0.9489874197119207, 1
Cluster 0, shweidong.com, 0.9492238581586483, 1
Cluster 0, hangtu-china.com, 0.949301766406178, 1
Cluster 0, ubuntu.com, 0.9499521858957699, -1
Cluster 0, liugong.com, 0.9504289199111644, 1
Cluster 0, aninitn.com, 0.9515783975770283, 1
Cluster 0, runxintx.cn, 0.9520498442346987, -1
Cluster 0, imtmp.net, 0.9528846105188885, -1
Cluster 0, friggatech.com, 0.952971177258396, -1
Cluster 0, linkores.com, 0.9532576753150721, 1
Cluster 0, shgps.net, 0.9532576753150724, 1
Cluster 0, actia-cvc.com, 0.9532576753150724, 1
Cluster 0, xsgps.com, 0.9533048062126278, -1
Cluster 0, lvxudong.com, 0.9537834981565283, -1
Cluster 0, hoho56.com, 0.9541055480918057, -1
Cluster 0, zizilaidian.com, 0.9548341119947811, -1
Cluster 0, happyelements.cn, 0.9566086007263532, 0
Cluster 0, tenpay.com, 0.9581362194116778, -1
Cluster 0, paysrun.com, 0.9589859187747022, -1
Cluster 0, iqiyi.com, 0.9591963787163248, 0
Cluster 0, szdatasource.com, 0.9592576665340754, 0
Cluster 0, yesway.cn, 0.9593578368909659, 1
Cluster 0, sudiyi.cn, 0.9596477440083205, 1
Cluster 0, rechx.com, 0.9605716929777003, 1
Cluster 0, sanquan.com, 0.9609383405487127, 1
Cluster 0, hiido.com, 0.961072999584295, -1
Cluster 0, or.kr, 0.9621931385621691, -1
Cluster 0, roistar.net, 0.9633648005254264, -1
Cluster 0, youzan.com, 0.9640276731273586, -1
Cluster 0, sina.com.cn, 0.9645391830286816, 0
Cluster 0, yaxon.mobi, 0.9653938823574835, 1
Cluster 0, xunwaytech.com, 0.968788926182555, 1
Cluster 0, meeyou.me, 0.9691963368274287, 1
Cluster 0, lyckdevice.tech, 0.9695748884101526, -1
Cluster 0, yuelongxinxi.com, 0.9702032421702222, 1
Cluster 0, fjcxkj.com, 0.9703241051608202, 1
Cluster 0, getui.com, 0.9709618481173312, 0
Cluster 0, udache.com, 0.9728583542260726, -1
Cluster 0, jlpay.com, 0.9731206196741045, 1
Cluster 0, voiceads.cn, 0.9734366578078081, -1
Cluster 0, ydwgps.com, 0.9739488155979477, -1
Cluster 0, chinanetcenter.com, 0.9749433909561613, -1
Cluster 0, hazoobus.com, 0.976266218829997, -1
Cluster 0, hotmail.com, 0.9776133735313651, -1
Cluster 0, 31001006.com, 0.980316421251349, -1
Cluster 0, skynetm2m.com, 0.9803797744381313, 1
Cluster 0, kypt.cn, 0.9821061091955439, 1
Cluster 0, yunchongba.com, 0.9861036851725762, 1
Cluster 0, zhonghang-gprs.com, 0.986318725612081, 1
Cluster 0, gridsumdissector.com, 0.9866877082173403, -1
Cluster 0, sankuai.com, 0.9872564037585333, 1
Cluster 0, irest.tv, 0.9893133469002533, -1
Cluster 0, amplitude.com, 0.9900534795537579, -1
Cluster 0, swiftpass.cn, 0.9917021360002568, 1
Cluster 0, chainwayits.cn, 0.9922977966583787, 1
Cluster 0, leadu.com.cn, 0.9933620775599581, 1
Cluster 0, gpstky.net, 0.994516669404711, 1
Cluster 0, 5hbb.com, 0.9948188886556002, -1
Cluster 0, motorgps.net, 0.9952959451870111, 1
Cluster 0, eyerising.com, 0.998491666514877, 1
Cluster 0, shsyf.com, 0.9993716342510475, 1
Cluster 0, gpssafesum.com, 1.0000182994226077, -1
Cluster 0, ubi001.com, 1.0040769773225018, 1
Cluster 0, ankocp.com, 1.0060377627006716, 1
Cluster 0, batmobi.net, 1.006221923348202, -1
Cluster 0, car-day.cn, 1.0087686367934765, -1
Cluster 0, nist.gov, 1.0099075104987594, 0
Cluster 0, xiaojukeji.com, 1.0100194732144465, 1
Cluster 0, ubox.cn, 1.01038368950544, 1
Cluster 0, abax-china.com, 1.0108944097363228, 1
Cluster 0, 666gps.net, 1.0148270362746303, 1
Cluster 0, puxuntech.com, 1.0159456677447385, 1
Cluster 0, hp888.com, 1.0163980702403268, -1
Cluster 0, cheweishi.cn, 1.016400659758979, 1
Cluster 0, chexiao.co, 1.0165948705439605, -1
Cluster 0, wendu114.com, 1.016766230213935, 1
Cluster 0, cheerzing.com, 1.0169086078073932, 1
Cluster 0, rqsjcj.com.cn, 1.0176960411400133, 1
Cluster 0, iandun.com, 1.0186792762937873, 1
Cluster 0, df-99.com, 1.0187097073058022, -1
Cluster 0, bluegogo.com, 1.0187482481594698, 1
Cluster 0, cldpower.com, 1.018962771390346, -1
Cluster 0, ivmc.net, 1.0190742590874118, -1
Cluster 0, okii.com, 1.020299616227791, 1
Cluster 0, richcar.net, 1.0219253378532216, -1
Cluster 0, morefun-et.com, 1.0231922772811044, 1
Cluster 0, iotkit.net, 1.024947081191258, -1
Cluster 0, gpslink.cn, 1.025722667220177, 1
Cluster 0, jiepos.com, 1.0257524236189317, 1
Cluster 0, isonf.com, 1.0261072738751256, 1
Cluster 0, mopub.com, 1.0261415380892314, -1
Cluster 0, shmdo.com, 1.0271441426155836, -1
Cluster 0, tecsys.cn, 1.028432501537409, 1
Cluster 0, tbcache.com, 1.0310419730616154, 0
Cluster 0, imlaidian.com, 1.0315076853690068, 1
Cluster 0, whxueying.com, 1.0346929123185462, -1
Cluster 0, qqfind.me, 1.0384452036960448, 1
Cluster 0, elianche.com, 1.0385787100626005, -1
Cluster 0, xycdn.com, 1.0393257830986289, -1
Cluster 0, listentech.com.cn, 1.0399839973200034, 1
Cluster 0, accuweather.com, 1.040144827455203, 0
Cluster 0, immomo.com, 1.0401648919321747, -1
Cluster 0, growatt.com, 1.0402467587583488, 1
Cluster 0, mybank.cn, 1.0403481379564496, -1
Cluster 0, fleety.com, 1.0414162704161503, 1
Cluster 0, thinklock.cn, 1.0429929987838467, 1
Cluster 0, cnpost-sposter.com, 1.0432931675848904, -1
Cluster 0, 51takeit.com, 1.0441972536011221, -1
Cluster 0, chesudi.net, 1.0446277133745328, 1
Cluster 0, feyin.net, 1.0453829247832707, 1
Cluster 0, shouqiev.com, 1.047073724831343, 1
Cluster 0, duapp.com, 1.0471466663160782, 0
Cluster 0, 4008597597.com, 1.0471542953006892, 1
Cluster 0, tongdun.net, 1.0472841602486187, -1
Cluster 0, vipwifi.net, 1.0474754350973927, 1
Cluster 0, rtlscn.com, 1.0510020669029458, 1
Cluster 0, i-cbao.com, 1.052456505844421, 1
Cluster 0, zg118.com, 1.0529252447372852, -1
Cluster 0, yahoo.com, 1.0552056900304034, -1
Cluster 0, youdao.com, 1.0567031540306826, -1
Cluster 0, iqqot.cn, 1.057094048657624, -1
Cluster 0, queclocator.com, 1.0574511688505783, -1
Cluster 0, citylms.cn, 1.0591943548913223, -1
Cluster 0, kl001.net, 1.059293783777256, 0
Cluster 0, 70mai.com.cn, 1.0595875507817847, 1
Cluster 0, xidiancd.com, 1.0598849651202524, 1
Cluster 0, taoxixi.com, 1.0604087067364365, -1
Cluster 0, taobao.com, 1.0604298309354827, 0
Cluster 0, xmgxamy.com, 1.060782200208098, 1
Cluster 0, cheweibing.cn, 1.0621162740823018, -1
Cluster 0, ailianlian.com, 1.0623578379142535, 0
Cluster 0, icbc.com.cn, 1.062977906860825, 1
Cluster 0, sogou.com, 1.0667089176622402, 0
Cluster 0, rongtai-china.com, 1.067147767297199, 1
Cluster 0, baoxingtech.com, 1.0675289381546649, -1
Cluster 0, 21com.com, 1.0685980886004676, 1
Cluster 0, weixincall.com, 1.0693056131274146, 1
Cluster 0, smartmidea.net, 1.0711843311326683, -1
Cluster 0, vodofo.com, 1.072429028450479, 1
Cluster 0, carhere.net, 1.077262734819301, 1
Cluster 0, iauto360.cn, 1.077897726120683, -1
Cluster 0, iskyct.com, 1.0796004954728047, 1
Cluster 0, aotie-dtu.cc, 1.080996053381401, -1
Cluster 0, aucmace.com, 1.0840559519573976, 1
Cluster 0, zhizongiot.com, 1.0882580613111983, 1
Cluster 0, shenxiaozhineng.com, 1.0889453470439345, -1
Cluster 0, lannyapp.net, 1.0900388558264722, -1
Cluster 0, ele.me, 1.094723708985358, 0
Cluster 0, qdigo.com, 1.0959647171641502, 1
Cluster 0, ytl-s.com, 1.0974480231971995, -1
Cluster 0, gifshow.com, 1.0974561972028911, 0
Cluster 0, gstarworld.com.cn, 1.099976366011521, 1
Cluster 0, zhhnfgs.cn, 1.1017009979270551, 1
Cluster 0, cootek.com, 1.1065401520622236, -1
Cluster 0, 4008117117.com, 1.107680159267539, 0
Cluster 0, useeasy.cn, 1.1082484464981854, -1
Cluster 0, jchoice.cn, 1.1090369977626353, 1
Cluster 0, oray.net, 1.1154142923357484, -1
Cluster 0, icancontrol.com, 1.1180014987138442, 0
Cluster 0, rywl.cn, 1.1181356292376474, 1
Cluster 0, zenlane.com, 1.1192526764431734, 1
Cluster 0, qcloud.com, 1.1205830423609473, -1
Cluster 0, hedevice.com, 1.1219583500665045, -1
Cluster 0, quick-pass.net, 1.1220027695899502, 1
Cluster 0, supersoco.com, 1.122361582248883, 1
Cluster 0, hiveset.com, 1.123085878829007, 1
Cluster 0, wanmagps.com, 1.1246335961026062, 1
Cluster 0, zuotoujing.net, 1.1247826581923321, -1
